	平均点,	　数学　,	　理科　,	　社会　,	　国語　,	　英語　
		50.973 ,	50.831 ,	50.897 ,	51.035 ,	50.155

	順位,	番号,	数学,	理科,	社会,	国語,	英語,	総合
	343 ,	11899 ,	92 ,	76 ,	78 ,	61 ,	79 ,	386
	343 ,	6848 ,	22 ,	94 ,	86 ,	94 ,	90 ,	386
	357 ,	15423 ,	59 ,	87 ,	96 ,	98 ,	45 ,	385
	357 ,	6572 ,	77 ,	85 ,	99 ,	25 ,	99 ,	385
	357 ,	9407 ,	88 ,	89 ,	87 ,	88 ,	33 ,	385
	357 ,	15502 ,	98 ,	99 ,	5 ,	89 ,	94 ,	385
	357 ,	18144 ,	65 ,	99 ,	66 ,	67 ,	88 ,	385
	357 ,	15872 ,	31 ,	97 ,	99 ,	62 ,	96 ,	385
	357 ,	6157 ,	69 ,	85 ,	86 ,	74 ,	71 ,	385
	357 ,	15139 ,	82 ,	66 ,	99 ,	70 ,	68 ,	385
	357 ,	15680 ,	28 ,	97 ,	82 ,	83 ,	95 ,	385
	357 ,	13768 ,	67 ,	73 ,	65 ,	97 ,	83 ,	385
	357 ,	10231 ,	92 ,	76 ,	94 ,	47 ,	76 ,	385
	357 ,	11033 ,	58 ,	96 ,	96 ,	86 ,	49 ,	385
	357 ,	4902 ,	83 ,	47 ,	78 ,	79 ,	98 ,	385
	357 ,	4221 ,	72 ,	75 ,	86 ,	56 ,	96 ,	385
	357 ,	10825 ,	90 ,	56 ,	51 ,	97 ,	91 ,	385
	357 ,	5885 ,	81 ,	91 ,	66 ,	48 ,	99 ,	385
	357 ,	7433 ,	82 ,	88 ,	59 ,	92 ,	64 ,	385
	374 ,	18308 ,	84 ,	51 ,	99 ,	51 ,	99 ,	384
	374 ,	7856 ,	88 ,	51 ,	86 ,	87 ,	72 ,	384
	374 ,	9124 ,	54 ,	52 ,	83 ,	96 ,	99 ,	384
	374 ,	15524 ,	74 ,	67 ,	88 ,	59 ,	96 ,	384
	374 ,	5681 ,	88 ,	86 ,	43 ,	77 ,	90 ,	384
	374 ,	10791 ,	76 ,	100 ,	58 ,	51 ,	99 ,	384
	374 ,	9638 ,	61 ,	90 ,	93 ,	67 ,	73 ,	384
	374 ,	13231 ,	94 ,	78 ,	42 ,	79 ,	91 ,	384
	374 ,	347 ,	92 ,	27 ,	96 ,	93 ,	76 ,	384
	374 ,	13429 ,	89 ,	31 ,	81 ,	94 ,	89 ,	384
	374 ,	12157 ,	59 ,	59 ,	80 ,	97 ,	89 ,	384
	374 ,	10860 ,	92 ,	51 ,	99 ,	65 ,	77 ,	384
	374 ,	16917 ,	98 ,	50 ,	87 ,	76 ,	73 ,	384
	374 ,	14156 ,	32 ,	75 ,	84 ,	98 ,	95 ,	384
	374 ,	16807 ,	92 ,	61 ,	44 ,	90 ,	97 ,	384
	374 ,	18724 ,	76 ,	71 ,	83 ,	67 ,	87 ,	384
	390 ,	18316 ,	88 ,	65 ,	65 ,	98 ,	67 ,	383
	390 ,	14480 ,	94 ,	47 ,	95 ,	61 ,	86 ,	383
	390 ,	14314 ,	95 ,	34 ,	85 ,	96 ,	73 ,	383
	390 ,	5369 ,	53 ,	82 ,	70 ,	97 ,	81 ,	383
	390 ,	13639 ,	42 ,	94 ,	100 ,	67 ,	80 ,	383
	390 ,	9959 ,	81 ,	77 ,	76 ,	55 ,	94 ,	383
	390 ,	4940 ,	78 ,	89 ,	27 ,	91 ,	98 ,	383
	390 ,	17242 ,	87 ,	96 ,	99 ,	49 ,	52 ,	383
	390 ,	10498 ,	85 ,	99 ,	85 ,	67 ,	47 ,	383
	390 ,	13246 ,	93 ,	58 ,	93 ,	75 ,	64 ,	383
	390 ,	12977 ,	76 ,	53 ,	96 ,	94 ,	64 ,	383
	390 ,	8577 ,	62 ,	80 ,	87 ,	95 ,	59 ,	383
	390 ,	15726 ,	86 ,	47 ,	87 ,	79 ,	84 ,	383
	390 ,	5114 ,	60 ,	65 ,	76 ,	95 ,	87 ,	383
	390 ,	19529 ,	100 ,	92 ,	40 ,	80 ,	71 ,	383
	390 ,	14629 ,	73 ,	99 ,	42 ,	84 ,	85 ,	383
	390 ,	3095 ,	85 ,	65 ,	89 ,	92 ,	52 ,	383
	390 ,	1414 ,	69 ,	79 ,	75 ,	85 ,	75 ,	383
	390 ,	3516 ,	51 ,	82 ,	70 ,	92 ,	88 ,	383
	390 ,	12161 ,	91 ,	43 ,	64 ,	99 ,	86 ,	383
	390 ,	12637 ,	97 ,	30 ,	59 ,	97 ,	100 ,	383
	390 ,	12713 ,	89 ,	85 ,	98 ,	60 ,	51 ,	383
	412 ,	17552 ,	78 ,	81 ,	60 ,	81 ,	82 ,	382
	412 ,	4131 ,	90 ,	62 ,	80 ,	61 ,	89 ,	382
	412 ,	12614 ,	40 ,	76 ,	100 ,	74 ,	92 ,	382
	412 ,	17226 ,	43 ,	65 ,	97 ,	77 ,	100 ,	382
	412 ,	14610 ,	96 ,	94 ,	58 ,	75 ,	59 ,	382
	412 ,	5469 ,	63 ,	59 ,	90 ,	73 ,	97 ,	382
	412 ,	19380 ,	75 ,	99 ,	95 ,	53 ,	60 ,	382
	412 ,	3498 ,	93 ,	60 ,	77 ,	72 ,	80 ,	382
	412 ,	8808 ,	96 ,	55 ,	92 ,	67 ,	72 ,	382
	412 ,	10173 ,	67 ,	100 ,	44 ,	88 ,	83 ,	382
	412 ,	14671 ,	85 ,	65 ,	96 ,	63 ,	73 ,	382
	412 ,	516 ,	92 ,	51 ,	90 ,	52 ,	97 ,	382
	412 ,	18068 ,	47 ,	83 ,	95 ,	83 ,	74 ,	382
	412 ,	18078 ,	93 ,	62 ,	56 ,	80 ,	91 ,	382
	412 ,	4972 ,	91 ,	75 ,	51 ,	74 ,	91 ,	382
	412 ,	7929 ,	97 ,	66 ,	43 ,	88 ,	88 ,	382
	412 ,	17409 ,	81 ,	73 ,	68 ,	82 ,	78 ,	382
	412 ,	19028 ,	100 ,	79 ,	34 ,	96 ,	73 ,	382
	412 ,	17592 ,	83 ,	78 ,	51 ,	78 ,	92 ,	382
	412 ,	4499 ,	85 ,	33 ,	94 ,	74 ,	96 ,	382
	432 ,	4668 ,	91 ,	60 ,	95 ,	78 ,	57 ,	381
	432 ,	11573 ,	48 ,	86 ,	81 ,	90 ,	76 ,	381
	432 ,	16195 ,	93 ,	89 ,	71 ,	40 ,	88 ,	381
	432 ,	1503 ,	85 ,	85 ,	75 ,	90 ,	46 ,	381
	432 ,	15225 ,	96 ,	89 ,	49 ,	70 ,	77 ,	381
	432 ,	1389 ,	91 ,	68 ,	92 ,	91 ,	39 ,	381
	432 ,	14549 ,	50 ,	96 ,	89 ,	98 ,	48 ,	381
	432 ,	19837 ,	71 ,	62 ,	78 ,	100 ,	70 ,	381
	432 ,	13693 ,	36 ,	76 ,	87 ,	91 ,	91 ,	381
	432 ,	11408 ,	63 ,	90 ,	64 ,	83 ,	81 ,	381
	432 ,	1043 ,	95 ,	73 ,	95 ,	56 ,	62 ,	381
	432 ,	6956 ,	51 ,	96 ,	80 ,	79 ,	75 ,	381
	432 ,	25 ,	76 ,	57 ,	92 ,	97 ,	59 ,	381
	432 ,	17278 ,	97 ,	69 ,	80 ,	57 ,	78 ,	381
	432 ,	2849 ,	93 ,	89 ,	38 ,	74 ,	87 ,	381
	432 ,	7445 ,	45 ,	94 ,	57 ,	92 ,	93 ,	381
	432 ,	10805 ,	38 ,	80 ,	87 ,	88 ,	88 ,	381
	432 ,	3403 ,	81 ,	73 ,	64 ,	65 ,	98 ,	381
	450 ,	4117 ,	52 ,	89 ,	90 ,	71 ,	78 ,	380
	450 ,	14312 ,	77 ,	81 ,	83 ,	94 ,	45 ,	380
	450 ,	12899 ,	64 ,	43 ,	80 ,	95 ,	98 ,	380
	450 ,	9694 ,	100 ,	96 ,	63 ,	28 ,	93 ,	380
	450 ,	1367 ,	47 ,	96 ,	67 ,	99 ,	71 ,	380
	450 ,	7522 ,	86 ,	59 ,	88 ,	99 ,	48 ,	380
	450 ,	10661 ,	88 ,	100 ,	66 ,	93 ,	33 ,	380
	450 ,	13407 ,	86 ,	75 ,	79 ,	50 ,	90 ,	380
	450 ,	18105 ,	96 ,	48 ,	61 ,	87 ,	88 ,	380
	450 ,	15683 ,	98 ,	58 ,	51 ,	84 ,	89 ,	380
	460 ,	12646 ,	70 ,	69 ,	70 ,	100 ,	70 ,	379
	460 ,	15363 ,	43 ,	94 ,	94 ,	69 ,	79 ,	379
	460 ,	16770 ,	92 ,	91 ,	12 ,	99 ,	85 ,	379
	460 ,	6330 ,	66 ,	91 ,	38 ,	87 ,	97 ,	379
	460 ,	3759 ,	57 ,	77 ,	75 ,	83 ,	87 ,	379
	460 ,	15834 ,	69 ,	92 ,	49 ,	88 ,	81 ,	379
	460 ,	16219 ,	39 ,	69 ,	100 ,	99 ,	72 ,	379
	460 ,	204 ,	91 ,	98 ,	73 ,	42 ,	75 ,	379
	460 ,	12997 ,	35 ,	95 ,	85 ,	82 ,	82 ,	379
	460 ,	12495 ,	98 ,	53 ,	67 ,	86 ,	75 ,	379
	460 ,	17808 ,	97 ,	52 ,	100 ,	42 ,	88 ,	379
	460 ,	15362 ,	66 ,	95 ,	53 ,	98 ,	67 ,	379
	460 ,	9245 ,	76 ,	79 ,	86 ,	63 ,	75 ,	379
	460 ,	2690 ,	95 ,	86 ,	42 ,	69 ,	87 ,	379
	460 ,	6889 ,	60 ,	100 ,	87 ,	95 ,	37 ,	379
	460 ,	893 ,	75 ,	73 ,	99 ,	54 ,	78 ,	379
	460 ,	4951 ,	98 ,	24 ,	90 ,	90 ,	77 ,	379
	460 ,	10081 ,	73 ,	61 ,	93 ,	74 ,	78 ,	379
	460 ,	17780 ,	53 ,	88 ,	90 ,	95 ,	53 ,	379
	479 ,	103 ,	98 ,	81 ,	49 ,	98 ,	52 ,	378
	479 ,	86 ,	93 ,	82 ,	37 ,	79 ,	87 ,	378
	479 ,	5315 ,	81 ,	66 ,	65 ,	67 ,	99 ,	378
	479 ,	11842 ,	59 ,	77 ,	69 ,	86 ,	87 ,	378
	479 ,	15149 ,	95 ,	88 ,	61 ,	61 ,	73 ,	378
	479 ,	4450 ,	97 ,	64 ,	61 ,	93 ,	63 ,	378
	479 ,	8902 ,	97 ,	64 ,	56 ,	94 ,	67 ,	378
	479 ,	13439 ,	98 ,	86 ,	37 ,	76 ,	81 ,	378
	479 ,	12846 ,	99 ,	77 ,	90 ,	100 ,	12 ,	378
	479 ,	17255 ,	84 ,	91 ,	46 ,	57 ,	100 ,	378
	479 ,	6021 ,	87 ,	26 ,	85 ,	91 ,	89 ,	378
	479 ,	15825 ,	93 ,	97 ,	72 ,	90 ,	26 ,	378
	479 ,	19696 ,	76 ,	56 ,	89 ,	75 ,	82 ,	378
	479 ,	8504 ,	99 ,	78 ,	79 ,	51 ,	71 ,	378
	479 ,	16434 ,	99 ,	72 ,	64 ,	43 ,	100 ,	378
	479 ,	8010 ,	76 ,	87 ,	33 ,	90 ,	92 ,	378
	479 ,	218 ,	90 ,	79 ,	73 ,	36 ,	100 ,	378
	496 ,	17188 ,	41 ,	69 ,	100 ,	81 ,	86 ,	377
	496 ,	19777 ,	56 ,	93 ,	98 ,	94 ,	36 ,	377
	496 ,	19622 ,	92 ,	83 ,	60 ,	87 ,	55 ,	377
	496 ,	18272 ,	83 ,	93 ,	99 ,	99 ,	3 ,	377
	496 ,	801 ,	79 ,	68 ,	66 ,	95 ,	69 ,	377
	496 ,	10568 ,	51 ,	64 ,	72 ,	94 ,	96 ,	377
	496 ,	11173 ,	90 ,	18 ,	83 ,	91 ,	95 ,	377
	496 ,	14941 ,	28 ,	77 ,	85 ,	93 ,	94 ,	377
	496 ,	796 ,	96 ,	92 ,	75 ,	80 ,	34 ,	377
	496 ,	4477 ,	79 ,	92 ,	58 ,	65 ,	83 ,	377
	496 ,	886 ,	73 ,	67 ,	86 ,	85 ,	66 ,	377
	496 ,	7293 ,	75 ,	96 ,	7 ,	100 ,	99 ,	377
	496 ,	13717 ,	49 ,	83 ,	87 ,	71 ,	87 ,	377
	496 ,	3085 ,	91 ,	18 ,	97 ,	96 ,	75 ,	377
	496 ,	16844 ,	95 ,	69 ,	40 ,	75 ,	98 ,	377
	496 ,	16864 ,	70 ,	100 ,	94 ,	33 ,	80 ,	377
	496 ,	5462 ,	75 ,	76 ,	53 ,	94 ,	79 ,	377
	496 ,	10031 ,	60 ,	96 ,	89 ,	55 ,	77 ,	377
	496 ,	12890 ,	38 ,	75 ,	91 ,	79 ,	94 ,	377
	496 ,	8618 ,	87 ,	75 ,	33 ,	99 ,	83 ,	377
	496 ,	2780 ,	95 ,	73 ,	71 ,	92 ,	46 ,	377
	517 ,	6713 ,	89 ,	94 ,	61 ,	42 ,	90 ,	376
	517 ,	2034 ,	10 ,	97 ,	73 ,	99 ,	97 ,	376
	517 ,	7439 ,	73 ,	86 ,	30 ,	93 ,	94 ,	376
	517 ,	6900 ,	72 ,	99 ,	17 ,	90 ,	98 ,	376
	517 ,	16745 ,	42 ,	74 ,	76 ,	84 ,	100 ,	376
	517 ,	3165 ,	89 ,	88 ,	56 ,	59 ,	84 ,	376
	517 ,	13203 ,	95 ,	79 ,	50 ,	92 ,	60 ,	376
	517 ,	13489 ,	90 ,	80 ,	68 ,	47 ,	91 ,	376
	517 ,	15212 ,	86 ,	61 ,	64 ,	82 ,	83 ,	376
	517 ,	2040 ,	90 ,	42 ,	76 ,	68 ,	100 ,	376
	517 ,	9461 ,	56 ,	34 ,	100 ,	97 ,	89 ,	376
	517 ,	8462 ,	58 ,	86 ,	53 ,	99 ,	80 ,	376
	517 ,	6101 ,	68 ,	76 ,	95 ,	52 ,	85 ,	376
	517 ,	3049 ,	76 ,	51 ,	54 ,	100 ,	95 ,	376
	517 ,	4188 ,	78 ,	99 ,	50 ,	77 ,	72 ,	376
	517 ,	14443 ,	92 ,	88 ,	85 ,	62 ,	49 ,	376
	517 ,	9173 ,	53 ,	87 ,	97 ,	88 ,	51 ,	376
	517 ,	18251 ,	27 ,	98 ,	87 ,	86 ,	78 ,	376
	517 ,	9993 ,	98 ,	51 ,	99 ,	67 ,	61 ,	376
	517 ,	578 ,	70 ,	94 ,	88 ,	36 ,	88 ,	376
	517 ,	15283 ,	58 ,	74 ,	64 ,	80 ,	100 ,	376
	517 ,	8677 ,	98 ,	54 ,	39 ,	90 ,	95 ,	376
	539 ,	17954 ,	97 ,	52 ,	58 ,	78 ,	90 ,	375
	539 ,	13910 ,	96 ,	79 ,	77 ,	32 ,	91 ,	375
	539 ,	11156 ,	99 ,	12 ,	99 ,	73 ,	92 ,	375
	539 ,	17823 ,	86 ,	90 ,	26 ,	84 ,	89 ,	375
	539 ,	16216 ,	58 ,	97 ,	56 ,	85 ,	79 ,	375
	539 ,	13082 ,	58 ,	53 ,	95 ,	84 ,	85 ,	375
	539 ,	6644 ,	64 ,	97 ,	38 ,	84 ,	92 ,	375
	539 ,	9237 ,	61 ,	70 ,	65 ,	88 ,	91 ,	375
	539 ,	2418 ,	89 ,	86 ,	80 ,	99 ,	21 ,	375
	539 ,	9383 ,	90 ,	36 ,	78 ,	79 ,	92 ,	375
	539 ,	521 ,	80 ,	78 ,	96 ,	25 ,	96 ,	375
	539 ,	431 ,	41 ,	91 ,	92 ,	55 ,	96 ,	375
	539 ,	12558 ,	95 ,	81 ,	90 ,	63 ,	46 ,	375
	539 ,	16714 ,	25 ,	96 ,	90 ,	92 ,	72 ,	375
	539 ,	6699 ,	74 ,	63 ,	53 ,	94 ,	91 ,	375
	539 ,	2341 ,	88 ,	96 ,	80 ,	51 ,	60 ,	375
	555 ,	1798 ,	66 ,	99 ,	73 ,	62 ,	74 ,	374
	555 ,	6213 ,	82 ,	71 ,	69 ,	87 ,	65 ,	374
	555 ,	10544 ,	98 ,	61 ,	81 ,	51 ,	83 ,	374
	555 ,	16543 ,	59 ,	50 ,	94 ,	87 ,	84 ,	374
	555 ,	14144 ,	66 ,	66 ,	50 ,	100 ,	92 ,	374
	555 ,	7434 ,	62 ,	74 ,	66 ,	99 ,	73 ,	374
	555 ,	15357 ,	83 ,	90 ,	37 ,	94 ,	70 ,	374
	555 ,	16226 ,	95 ,	96 ,	20 ,	70 ,	93 ,	374
	555 ,	19533 ,	14 ,	84 ,	89 ,	89 ,	98 ,	374
	555 ,	12136 ,	43 ,	47 ,	100 ,	99 ,	85 ,	374
	555 ,	1401 ,	80 ,	59 ,	96 ,	60 ,	79 ,	374
	555 ,	9091 ,	84 ,	63 ,	56 ,	99 ,	72 ,	374
	555 ,	12421 ,	42 ,	97 ,	88 ,	79 ,	68 ,	374
	555 ,	9663 ,	83 ,	54 ,	89 ,	55 ,	93 ,	374
	555 ,	187 ,	74 ,	98 ,	74 ,	59 ,	69 ,	374
	555 ,	18435 ,	56 ,	90 ,	70 ,	94 ,	64 ,	374
	555 ,	11649 ,	93 ,	100 ,	39 ,	100 ,	42 ,	374
	555 ,	17610 ,	74 ,	91 ,	93 ,	85 ,	31 ,	374
	555 ,	18987 ,	10 ,	90 ,	90 ,	100 ,	84 ,	374
	555 ,	3542 ,	68 ,	93 ,	58 ,	80 ,	75 ,	374
	555 ,	3039 ,	72 ,	47 ,	91 ,	66 ,	98 ,	374
	555 ,	3730 ,	63 ,	58 ,	90 ,	72 ,	91 ,	374
	555 ,	16153 ,	82 ,	54 ,	62 ,	91 ,	85 ,	374
	555 ,	1564 ,	79 ,	91 ,	95 ,	39 ,	70 ,	374
	555 ,	10684 ,	97 ,	96 ,	29 ,	87 ,	65 ,	374
	580 ,	8776 ,	61 ,	73 ,	57 ,	94 ,	88 ,	373
	580 ,	16682 ,	76 ,	100 ,	53 ,	68 ,	76 ,	373
	580 ,	9616 ,	35 ,	98 ,	78 ,	92 ,	70 ,	373
	580 ,	8295 ,	25 ,	88 ,	95 ,	66 ,	99 ,	373
	580 ,	4841 ,	82 ,	92 ,	78 ,	59 ,	62 ,	373
	580 ,	4569 ,	29 ,	100 ,	78 ,	94 ,	72 ,	373
	580 ,	15192 ,	92 ,	70 ,	91 ,	84 ,	36 ,	373
	580 ,	9580 ,	82 ,	100 ,	76 ,	47 ,	68 ,	373
	580 ,	18729 ,	98 ,	50 ,	89 ,	58 ,	78 ,	373
	580 ,	11422 ,	89 ,	18 ,	83 ,	90 ,	93 ,	373
	580 ,	2616 ,	77 ,	65 ,	93 ,	62 ,	76 ,	373
	580 ,	13392 ,	97 ,	40 ,	99 ,	65 ,	72 ,	373
	580 ,	8269 ,	69 ,	79 ,	100 ,	80 ,	45 ,	373
	580 ,	4845 ,	68 ,	82 ,	58 ,	78 ,	87 ,	373
	580 ,	4241 ,	48 ,	70 ,	88 ,	96 ,	71 ,	373
	580 ,	10977 ,	85 ,	90 ,	82 ,	81 ,	35 ,	373
	580 ,	6607 ,	85 ,	97 ,	82 ,	60 ,	49 ,	373
	580 ,	17968 ,	81 ,	96 ,	84 ,	40 ,	72 ,	373
	580 ,	2420 ,	92 ,	92 ,	78 ,	59 ,	52 ,	373
	580 ,	6745 ,	75 ,	98 ,	89 ,	30 ,	81 ,	373
	580 ,	1641 ,	51 ,	92 ,	93 ,	96 ,	41 ,	373
	580 ,	5344 ,	82 ,	98 ,	33 ,	96 ,	64 ,	373
	580 ,	5889 ,	97 ,	81 ,	78 ,	100 ,	17 ,	373
	603 ,	9097 ,	65 ,	96 ,	61 ,	51 ,	99 ,	372
	603 ,	10639 ,	97 ,	80 ,	80 ,	36 ,	79 ,	372
	603 ,	12966 ,	75 ,	97 ,	61 ,	56 ,	83 ,	372
	603 ,	7925 ,	4 ,	93 ,	98 ,	91 ,	86 ,	372
	603 ,	14403 ,	69 ,	100 ,	71 ,	32 ,	100 ,	372
	603 ,	9743 ,	99 ,	99 ,	63 ,	44 ,	67 ,	372
	603 ,	10669 ,	57 ,	74 ,	82 ,	72 ,	87 ,	372
	603 ,	18232 ,	39 ,	44 ,	97 ,	98 ,	94 ,	372
	603 ,	15809 ,	36 ,	98 ,	74 ,	99 ,	65 ,	372
	603 ,	2506 ,	89 ,	93 ,	84 ,	21 ,	85 ,	372
	603 ,	8733 ,	78 ,	92 ,	91 ,	13 ,	98 ,	372
	603 ,	283 ,	47 ,	56 ,	79 ,	93 ,	97 ,	372
	603 ,	6183 ,	78 ,	91 ,	64 ,	87 ,	52 ,	372
	603 ,	1167 ,	86 ,	49 ,	82 ,	97 ,	58 ,	372
	603 ,	18462 ,	86 ,	79 ,	98 ,	58 ,	51 ,	372
	603 ,	18278 ,	42 ,	51 ,	89 ,	100 ,	90 ,	372
	603 ,	6825 ,	43 ,	92 ,	86 ,	53 ,	98 ,	372
	603 ,	19298 ,	95 ,	98 ,	67 ,	90 ,	22 ,	372
	603 ,	19486 ,	56 ,	69 ,	81 ,	70 ,	96 ,	372
	603 ,	9364 ,	88 ,	98 ,	66 ,	54 ,	66 ,	372
	603 ,	11499 ,	86 ,	93 ,	88 ,	92 ,	13 ,	372
	603 ,	3084 ,	100 ,	37 ,	81 ,	57 ,	97 ,	372
	603 ,	9234 ,	96 ,	82 ,	99 ,	91 ,	4 ,	372
	603 ,	4525 ,	78 ,	95 ,	63 ,	78 ,	58 ,	372
	603 ,	2605 ,	81 ,	89 ,	89 ,	23 ,	90 ,	372
	628 ,	19397 ,	51 ,	91 ,	90 ,	49 ,	90 ,	371
	628 ,	2261 ,	60 ,	67 ,	77 ,	67 ,	100 ,	371
	628 ,	18396 ,	79 ,	86 ,	51 ,	86 ,	69 ,	371
	628 ,	16861 ,	66 ,	47 ,	95 ,	100 ,	63 ,	371
	628 ,	3656 ,	91 ,	48 ,	81 ,	83 ,	68 ,	371
	628 ,	6076 ,	60 ,	76 ,	86 ,	73 ,	76 ,	371
	628 ,	650 ,	85 ,	57 ,	93 ,	41 ,	95 ,	371
	628 ,	18173 ,	62 ,	100 ,	95 ,	67 ,	47 ,	371
	628 ,	15647 ,	72 ,	92 ,	77 ,	84 ,	46 ,	371
	628 ,	2954 ,	97 ,	93 ,	67 ,	76 ,	38 ,	371
	628 ,	15493 ,	96 ,	76 ,	97 ,	58 ,	44 ,	371
	628 ,	3587 ,	94 ,	31 ,	64 ,	100 ,	82 ,	371
	628 ,	1576 ,	36 ,	100 ,	61 ,	100 ,	74 ,	371
	628 ,	3632 ,	100 ,	40 ,	86 ,	92 ,	53 ,	371
	628 ,	6077 ,	80 ,	46 ,	77 ,	68 ,	100 ,	371
	628 ,	12584 ,	93 ,	31 ,	87 ,	74 ,	86 ,	371
	628 ,	4991 ,	64 ,	50 ,	87 ,	70 ,	100 ,	371
	645 ,	14326 ,	68 ,	63 ,	68 ,	94 ,	77 ,	370
	645 ,	15208 ,	57 ,	84 ,	48 ,	99 ,	82 ,	370
	645 ,	14379 ,	84 ,	87 ,	66 ,	92 ,	41 ,	370
	645 ,	712 ,	37 ,	70 ,	96 ,	74 ,	93 ,	370
	645 ,	16835 ,	90 ,	51 ,	98 ,	65 ,	66 ,	370
	645 ,	18102 ,	75 ,	100 ,	94 ,	48 ,	53 ,	370
	645 ,	9796 ,	85 ,	80 ,	61 ,	77 ,	67 ,	370
	645 ,	14014 ,	63 ,	90 ,	73 ,	63 ,	81 ,	370
	645 ,	6794 ,	77 ,	66 ,	71 ,	85 ,	71 ,	370
	645 ,	14656 ,	98 ,	20 ,	96 ,	94 ,	62 ,	370
	645 ,	3248 ,	98 ,	89 ,	84 ,	64 ,	35 ,	370
	645 ,	4197 ,	97 ,	43 ,	37 ,	99 ,	94 ,	370
	645 ,	8839 ,	65 ,	60 ,	95 ,	66 ,	84 ,	370
	645 ,	18808 ,	43 ,	94 ,	81 ,	89 ,	63 ,	370
	645 ,	9997 ,	96 ,	92 ,	33 ,	50 ,	99 ,	370
	645 ,	9653 ,	72 ,	80 ,	37 ,	97 ,	84 ,	370
	645 ,	11654 ,	90 ,	70 ,	30 ,	97 ,	83 ,	370
	645 ,	17486 ,	36 ,	79 ,	68 ,	88 ,	99 ,	370
	645 ,	11880 ,	29 ,	92 ,	61 ,	89 ,	99 ,	370
	645 ,	6074 ,	64 ,	92 ,	87 ,	89 ,	38 ,	370
	665 ,	10405 ,	98 ,	32 ,	90 ,	93 ,	56 ,	369
	665 ,	8114 ,	95 ,	93 ,	95 ,	27 ,	59 ,	369
	665 ,	19913 ,	33 ,	90 ,	95 ,	94 ,	57 ,	369
	665 ,	8560 ,	77 ,	78 ,	59 ,	67 ,	88 ,	369
	665 ,	17898 ,	84 ,	96 ,	91 ,	7 ,	91 ,	369
	665 ,	467 ,	97 ,	91 ,	6 ,	88 ,	87 ,	369
	665 ,	10467 ,	42 ,	83 ,	81 ,	75 ,	88 ,	369
	665 ,	5423 ,	60 ,	73 ,	97 ,	95 ,	44 ,	369
	665 ,	16804 ,	80 ,	26 ,	78 ,	96 ,	89 ,	369
	665 ,	18417 ,	93 ,	34 ,	80 ,	65 ,	97 ,	369
	665 ,	194 ,	72 ,	32 ,	100 ,	77 ,	88 ,	369
	665 ,	1339 ,	93 ,	76 ,	76 ,	81 ,	43 ,	369
	665 ,	5943 ,	64 ,	86 ,	84 ,	90 ,	45 ,	369
	665 ,	5414 ,	50 ,	77 ,	95 ,	63 ,	84 ,	369
	665 ,	17030 ,	90 ,	47 ,	61 ,	80 ,	91 ,	369
	665 ,	6147 ,	51 ,	76 ,	86 ,	80 ,	76 ,	369
	665 ,	17330 ,	37 ,	99 ,	80 ,	96 ,	57 ,	369
	665 ,	1094 ,	78 ,	83 ,	49 ,	59 ,	100 ,	369
	665 ,	18943 ,	84 ,	74 ,	95 ,	83 ,	33 ,	369
	665 ,	19851 ,	53 ,	97 ,	82 ,	42 ,	95 ,	369
	665 ,	19628 ,	91 ,	95 ,	21 ,	69 ,	93 ,	369
	665 ,	10753 ,	82 ,	20 ,	88 ,	94 ,	85 ,	369
	665 ,	1609 ,	98 ,	86 ,	38 ,	80 ,	67 ,	369
	688 ,	10387 ,	66 ,	46 ,	66 ,	100 ,	90 ,	368
	688 ,	14954 ,	76 ,	84 ,	91 ,	91 ,	26 ,	368
	688 ,	10990 ,	34 ,	88 ,	81 ,	72 ,	93 ,	368
	688 ,	3578 ,	73 ,	46 ,	70 ,	98 ,	81 ,	368
	688 ,	12494 ,	73 ,	98 ,	53 ,	61 ,	83 ,	368
	688 ,	9438 ,	69 ,	54 ,	91 ,	100 ,	54 ,	368
	688 ,	19207 ,	72 ,	31 ,	89 ,	85 ,	91 ,	368
	688 ,	5706 ,	67 ,	82 ,	87 ,	33 ,	99 ,	368
	688 ,	17874 ,	53 ,	77 ,	44 ,	95 ,	99 ,	368
	688 ,	10795 ,	87 ,	76 ,	71 ,	63 ,	71 ,	368
	688 ,	10558 ,	76 ,	72 ,	91 ,	100 ,	29 ,	368
	688 ,	3099 ,	83 ,	99 ,	30 ,	72 ,	84 ,	368
	688 ,	13371 ,	91 ,	53 ,	96 ,	30 ,	98 ,	368
	688 ,	19175 ,	94 ,	22 ,	78 ,	81 ,	93 ,	368
	688 ,	18811 ,	99 ,	65 ,	99 ,	13 ,	92 ,	368
	688 ,	6911 ,	84 ,	52 ,	61 ,	94 ,	77 ,	368
	688 ,	5498 ,	95 ,	47 ,	63 ,	75 ,	88 ,	368
	688 ,	12197 ,	99 ,	88 ,	37 ,	92 ,	52 ,	368
	688 ,	12593 ,	60 ,	73 ,	73 ,	88 ,	74 ,	368
	688 ,	7242 ,	74 ,	86 ,	25 ,	97 ,	86 ,	368
	688 ,	11700 ,	98 ,	12 ,	93 ,	93 ,	72 ,	368
	688 ,	19652 ,	97 ,	78 ,	80 ,	98 ,	15 ,	368
	688 ,	6254 ,	89 ,	36 ,	100 ,	96 ,	47 ,	368
